Cód. IBGE,Núcleo Regional de Saúde (NRS),Município,Crianças 6 meses a 2 anos - D1,Crianças 3 a 4 anos - D1,Crianças 5 a 11 anos - D1,Adolescentes 12 a 17 anos - D1,Pessoas 18 a 19 anos - D1,Pessoas 20 a 29 anos - D1,Pessoas 30 a 39 anos - D1,Pessoas 40 a 49 anos - D1,Pessoas 50 a 59 anos - D1,Idosos 60 a 69 anos - D1,Idosos 70 a 79 anos - D1,Idosos 80 anos + - D1,Total de Doses Aplicadas - D1,Crianças 6 meses a 2 anos - D2,Crianças 3 a 4 anos - D2,Crianças 5 a 11 anos - D2,Adolescentes 12 a 17 anos - D2,Pessoas 18 a 19 anos - D2,Pessoas 20 a 29 anos - D2,Pessoas 30 a 39 anos - D2,Pessoas 40 a 49 anos - D2,Pessoas 50 a 59 anos - D2,Idosos 60 a 69 anos - D2,Idosos 70 a 79 anos - D2,Idosos 80 anos + - D2,Total de Doses Aplicadas - D2,Crianças 6 meses a 2 anos - 3ª Dose/Ref,Crianças 3 a 4 anos - 3ª Dose,Crianças 3 a 4 anos - Reforço,Crianças 5 a 11 anos - Reforço,Adolescentes 12 a 17 anos - Reforço,Pessoas 18 a 19 anos - Reforço,Pessoas 20 a 29 anos - Reforço,Pessoas 30 a 39 anos - Reforço,Pessoas 40 a 49 anos - Reforço,Pessoas 50 a 59 anos - Reforço,Idosos 60 a 69 anos - Reforço,Idosos 70 a 79 anos - Reforço,Idosos 80 anos + - Reforço,Total de Doses Aplicadas - D3,Pessoas 18 a 19 anos - 2º Reforço,Pessoas 20 a 29 anos - 2º Reforço,Pessoas 30 a 39 anos - 2º Reforço,Pessoas 40 a 49 anos - 2º Reforço,Pessoas 50 a 59 anos - 2º Reforço,Idosos 60 a 69 anos - 2º Reforço,Idosos 70 a 79 anos - 2º Reforço,Idosos 80 anos + - 2º Reforço,Total de Doses Aplicadas - 2º Reforço,Adolescentes 12 a 17 anos - Ref Bivalente,Pessoas 18 a 19 anos - Ref Bivalente,Pessoas 20 a 29 anos - Ref Bivalente,Pessoas 30 a 39 anos - Ref Bivalente,Pessoas 40 a 49 anos - Ref Bivalente,Pessoas 50 a 59 anos - Ref Bivalente,Idosos 60 a 69 anos - Ref Bivalente,Idosos 70 a 79 anos - Ref Bivalente,Idosos 80 anos + - Ref Bivalente,Total de Doses Aplicadas - REF
292040,Sul,Manoel Vitorino,120,246,1255,1035,409,2342,2352,1981,1516,1232,776,479,12122,82,152,1267,1194,311,1822,1746,1645,1424,1201,762,457,10562,39,117,21,314,800,286,1274,1355,1435,1135,1034,645,451,8415,106,404,537,829,719,739,562,289,4185,1,83,164,215,248,234,470,402,222,2039
292045,Oeste,Mansidão,198,420,612,877,1069,1078,1142,1369,1190,708,724,526,8683,198,196,606,981,1075,1077,1156,1377,1192,716,737,526,8837,122,280,260,568,738,965,1175,1264,1306,1073,916,733,281,8451,524,524,556,798,947,851,664,555,5419,68,182,222,262,273,289,262,203,262,2023
292050,Sul,Maracás,268,422,2170,2372,874,4311,4611,3397,2811,2232,1216,782,22606,90,216,1875,2227,775,4055,4383,3254,2724,2080,1157,750,21405,12,14,14,263,1013,528,2315,3055,2704,2521,1999,938,766,15839,81,546,972,1282,1284,1778,810,480,7233,3,36,206,301,324,266,850,845,290,3121
292060,Leste,Maragogipe,152,388,2456,3769,1375,5577,6053,5996,4482,3026,1545,730,32553,100,274,2452,3500,1230,5109,5307,5625,4410,2801,1463,688,30133,10,0,44,29,1368,1377,2854,3738,3938,2765,2289,1184,903,20416,146,757,1263,2438,2053,1627,940,558,9782,3,59,162,282,364,461,724,439,243,2737
292070,Sul,Maraú,15,114,1299,2040,1467,3567,2804,2324,1734,1672,932,604,17144,1,58,738,1394,1458,2218,2411,1956,1532,1760,1046,754,14529,0,0,0,0,260,241,1004,1490,1408,1196,907,427,250,7183,28,207,313,426,343,329,205,80,1931,0,0,0,0,4,3,17,5,0,29
292080,Centro-Leste,Marcionílio Souza,31,77,113,853,1041,1184,1253,1158,797,861,548,606,8301,27,71,405,719,1043,1202,1258,1161,787,861,549,608,8188,5,0,1,11,218,210,598,576,658,621,565,491,285,4222,38,219,575,297,349,362,212,133,2185,3,13,73,65,139,154,241,96,85,869
292090,Sul,Mascote,66,95,712,249,398,1626,1680,1701,1560,1440,878,422,9954,27,25,551,960,308,1119,1209,1195,1070,945,610,282,7698,3,0,5,63,252,73,329,360,470,344,368,258,111,2565,10,80,117,219,202,203,136,56,1023,8,26,126,106,168,156,333,198,95,1216
292100,Leste,Mata de São João,377,657,4658,4482,1521,7414,8411,7859,5463,3460,1763,813,41186,207,271,3324,4084,1504,7422,8273,6926,5145,3517,1760,792,39423,54,0,11,15,2127,1113,5642,6975,7018,4888,3060,1334,623,32780,350,1996,3320,4011,3368,2674,1348,436,17503,9,126,787,1076,1352,1196,1578,1067,475,7666
292105,Sudoeste,Matina,219,287,1093,1086,311,1637,1584,1313,1153,814,524,302,8724,86,224,1048,1002,313,1473,1533,1309,1131,787,530,295,8373,38,15,39,367,749,312,1374,432,954,1241,768,465,243,6538,209,802,829,920,910,678,342,204,4894,0,60,254,307,356,340,442,410,252,2421
292110,Extremo Sul,Medeiros Neto,22,145,1251,1883,849,3084,3808,3302,2635,1928,1222,799,19510,15,58,801,1426,745,2746,2719,3092,2765,1986,1252,817,17548,5,0,4,1,314,368,1253,1528,1227,1816,1429,1062,526,9523,29,164,280,672,727,1158,725,380,4135,0,11,56,63,103,124,237,256,126,976
292120,Centro-norte,Miguel Calmon,14,138,2144,2293,757,2714,3468,3542,2359,2284,1467,773,19657,0,47,1526,2022,652,2592,2979,3488,2449,2268,1601,767,18818,0,0,0,0,1085,450,1801,2188,2547,2523,1840,1596,641,14671,64,461,837,1096,1259,1280,832,453,6282,0,0,0,0,0,0,0,0,0,0
292130,Leste,Milagres,32,26,644,945,382,1620,1204,1214,551,743,509,116,7284,12,10,524,624,301,1273,1378,950,544,651,508,113,6342,4,0,0,38,206,115,562,723,794,708,596,360,216,4280,12,67,161,266,283,310,210,93,1402,0,0,0,3,4,2,53,38,11,111
292140,Centro-norte,Mirangaba,112,157,1016,1516,1810,2009,1572,1874,1154,1398,874,528,12735,28,65,720,655,1357,1311,674,1752,1399,1236,574,359,9317,1,0,0,22,541,401,821,903,1052,841,700,304,107,5670,74,1038,481,678,655,539,460,167,4092,26,36,114,123,200,205,319,218,103,1344
292145,Sudoeste,Mirante,140,164,985,761,291,1381,1415,1273,900,752,560,331,7664,80,144,914,691,283,1383,1388,1262,885,755,552,329,7528,30,0,0,0,596,398,1323,1246,1242,693,695,479,245,6917,166,258,369,572,404,472,377,312,2930,0,0,0,0,0,8,372,296,180,856
292150,Centro-Leste,Monte Santo,400,643,4497,4954,1650,6590,7054,6572,5597,3715,2961,1646,40739,170,232,2837,3697,2054,6007,7035,6480,5607,3682,2961,1642,39165,56,1,22,439,1991,842,3948,5063,4995,5118,3230,2217,1267,28671,262,1436,2296,2545,2157,1420,1442,766,12324,58,134,240,255,320,370,943,839,492,3651
292160,Oeste,Morpará,0,28,945,835,301,1094,1168,976,982,773,469,281,6879,0,20,874,716,276,954,990,927,909,764,473,266,6275,0,0,0,0,545,201,803,909,851,872,752,457,264,5654,71,350,503,533,648,571,380,183,3239,0,0,0,0,0,0,0,0,0,0
292170,Centro-norte,Morro do Chapéu,245,320,3506,3216,931,4491,5287,4574,3678,2564,1433,792,26966,132,114,2754,2815,887,4080,4870,4312,3534,1413,1416,784,24111,32,0,9,390,1517,560,2825,3386,3237,2846,2183,1257,748,18559,127,919,1307,1700,1644,1426,976,491,8590,18,67,321,463,568,597,910,673,356,3973
292180,Sudoeste,Mortugaba,93,144,1023,941,227,1202,1416,1470,1403,1232,791,527,9209,86,133,891,897,224,1188,1517,1438,1377,1169,803,522,9135,44,0,3,119,334,163,686,1074,1119,1531,1206,1258,490,7861,61,232,549,596,763,725,652,266,3844,5,6,58,89,102,150,491,474,336,1711
292190,Centro-Leste,Mucugê,121,164,1079,1115,389,1964,1969,1477,1104,798,519,288,9623,76,82,1007,1037,378,1884,1963,1450,1145,787,533,295,9472,22,0,2,182,570,342,1435,1563,1378,1164,845,475,274,8046,92,511,722,821,773,577,363,181,4040,5,11,76,81,117,155,251,228,101,1025
292200,Extremo Sul,Mucuri,179,240,2648,3666,1134,5051,4444,3952,5854,2585,1287,615,28588,46,71,1465,2045,973,4340,4415,3752,2691,2666,1301,579,22762,9,0,8,137,818,444,2538,2674,2984,2617,2317,1068,234,15694,25,363,676,1084,1261,1069,554,178,5210,9,25,147,212,246,320,677,491,212,2339
292205,Centro-norte,Mulungu do Morro,68,223,1301,1302,583,2424,2190,1638,1147,773,443,246,10746,23,76,895,1201,540,1509,2142,1597,1249,772,453,248,9711,0,0,0,0,753,324,1132,1446,1460,944,849,264,139,7311,153,484,889,853,767,448,285,128,4007,4,5,37,9,11,12,355,258,74,765
292210,Centro-Leste,Mundo Novo,0,28,1429,1946,610,2813,2527,2304,2032,1572,964,605,15373,0,0,884,1551,488,2357,2263,2192,1953,1532,967,579,13882,0,0,0,0,508,238,1150,1183,1923,1495,1263,823,504,9087,1,54,134,413,554,573,401,314,2444,0,0,0,0,0,0,0,0,0,0
292220,Leste,Muniz Ferreira,0,0,541,656,549,582,896,957,727,663,331,175,5536,0,0,504,234,557,644,896,985,723,663,331,149,5182,0,0,0,0,275,192,535,1011,1306,831,741,357,185,5433,0,3,4,129,369,349,186,53,1093,0,0,0,0,0,0,0,0,0,0
292225,Oeste,Muquém do São Francisco,170,460,1500,900,1522,1172,968,909,943,994,893,704,9005,0,200,1150,900,1522,1164,948,908,973,994,895,686,8990,0,0,0,102,877,1312,842,748,646,687,705,784,644,7245,40,95,88,85,179,376,424,632,1919,0,0,0,0,0,0,126,185,241,552
292230,Leste,Muritiba,0,0,2153,2095,858,4256,4475,3887,3045,2087,1150,620,22473,0,0,1010,1141,505,2884,3438,3199,2782,1935,1143,637,17664,0,0,0,0,191,869,1766,2356,2343,1424,680,376,11,10016,0,9,6,119,239,270,257,204,1104,0,0,0,0,0,0,0,0,0,0
292240,Leste,Mutuípe,137,213,1421,1747,634,2826,3759,2999,2436,1782,1013,862,18058,68,91,633,664,566,1986,1394,3077,2555,1761,1015,733,13751,10,0,14,217,564,378,1209,1443,718,1193,301,730,563,7099,55,323,505,666,616,671,420,211,3467,13,20,149,219,223,213,511,544,122,2014
292250,Leste,Nazaré,67,160,2077,1194,2288,3655,5024,3651,3089,3681,1115,1698,25395,29,65,2066,1826,1526,3207,5095,5318,3668,1846,921,641,24048,2,0,0,0,837,464,4061,4164,3882,3657,2970,1428,914,22377,69,349,504,846,1435,963,589,267,5022,0,13,61,95,130,141,482,288,174,1384
292260,Sul,Nilo Peçanha,66,45,530,1505,320,1435,1546,1360,1064,815,443,295,8783,23,17,381,690,251,1027,1061,1044,833,675,364,214,6159,0,0,1,16,204,198,1072,610,660,569,528,267,129,4237,51,144,269,296,381,334,161,74,1710,1,0,13,5,7,9,104,160,59,358
292265,Centro-Leste,Nordestina,0,0,1054,1294,461,1896,1855,1602,1299,868,623,414,10312,0,0,586,792,344,1588,1594,1407,1141,801,586,367,8620,0,0,0,0,233,150,842,1044,1107,937,732,518,307,5870,8,26,62,290,414,453,341,163,1757,0,0,0,0,0,0,0,0,0,0
292270,Sudoeste,Nova Canaã,26,49,751,1308,564,1368,1389,1260,1134,1337,780,592,9732,11,11,818,1030,309,1003,1023,953,1070,1313,755,570,8026,5,30,10,38,170,179,658,899,975,848,652,608,304,5293,33,283,144,266,347,402,266,268,2009,2,8,22,14,8,33,175,157,267,686
292273,Centro-Leste,Nova Fátima,32,31,472,593,216,904,1020,1236,1010,668,460,270,6377,19,10,385,549,174,780,930,1170,996,679,460,264,6002,1,0,3,26,221,64,411,487,705,774,596,437,221,3916,12,95,133,279,335,335,246,124,1559,0,16,68,113,195,236,263,242,142,1275
292275,Sul,Nova Ibiá,20,40,503,590,219,831,951,1062,760,492,289,186,5380,8,13,330,493,171,747,876,968,765,345,239,128,4732,0,0,0,0,94,59,376,521,625,534,384,202,131,2926,2,54,103,207,185,151,85,28,815,0,0,0,0,0,5,6,8,20,39
292280,Sul,Nova Itarana,90,168,801,812,310,1180,1191,966,736,552,311,188,6246,75,151,576,690,284,1007,1009,892,721,561,304,169,5637,52,2,8,137,488,247,556,751,752,631,553,249,205,4432,26,163,249,354,328,276,142,83,1621,1,26,66,125,136,191,320,186,109,1160
292285,Centro-Leste,Nova Redenção,61,97,665,807,288,1008,1037,969,755,589,426,209,6088,26,34,470,630,240,842,878,851,691,539,405,199,5275,5,0,15,107,254,92,437,567,567,522,416,309,138,3302,17,145,208,297,274,259,208,114,1522,7,1,10,14,4,26,81,70,75,288
292290,Nordeste,Nova Soure,172,308,2653,2318,1357,2781,2618,3127,3766,1719,1193,786,19665,122,308,2657,2318,1357,2781,2616,3127,3706,1719,1193,786,19603,45,2,0,800,2100,517,1700,1571,1708,2549,1639,1450,731,13965,95,400,400,400,400,400,250,400,2745,0,45,95,45,45,149,830,830,1020,3059
292300,Extremo Sul,Nova Viçosa,121,211,2570,4042,1302,3967,4161,3079,1579,2354,2173,1222,23879,31,71,1449,3206,1376,4210,4281,3209,1645,2427,2202,1244,23800,0,0,0,25,997,611,2306,2481,2775,2197,2014,1270,707,15358,96,496,670,957,847,910,542,265,4783,5,36,85,157,204,112,464,322,229,1614
292303,Centro-Leste,Novo Horizonte,108,23,784,1482,368,1661,1789,1147,1047,832,596,460,9382,56,87,219,406,1253,923,1974,1632,689,671,547,459,8554,37,0,0,21,238,362,1066,1471,1280,1033,824,529,351,7154,45,389,761,702,560,690,288,256,3691,1,6,78,125,100,107,313,240,122,1092
292305,Nordeste,Novo Triunfo,102,157,848,853,333,1242,1288,1079,947,738,493,311,7284,55,87,703,760,310,1104,1197,1066,939,762,476,308,6922,18,0,15,229,495,202,898,957,954,850,698,491,261,5806,72,364,537,634,587,435,398,199,3226,1,12,88,121,165,166,42,312,181,1088
292310,Nordeste,Olindina,206,357,2762,2947,5313,4466,2970,3493,2349,2969,2270,1350,28127,83,447,2073,2735,5869,4489,3273,4028,2355,2929,2042,1358,29078,8,2,1,297,1013,3730,4437,3915,4272,2981,1892,1729,1531,25500,122,911,1032,630,697,535,939,740,5606,2,39,188,222,273,309,724,549,318,2624
292320,Oeste,Oliveira dos Brejinhos,0,147,1971,1906,664,3127,3158,2890,2421,1777,1375,843,18161,0,67,1530,1645,591,2772,2793,2459,2184,1732,1292,766,16234,0,0,0,0,1007,424,2130,2372,2540,2428,1803,1402,858,14964,157,940,1381,1395,1328,1245,931,663,8040,0,0,0,0,0,0,0,0,0,0
292330,Nordeste,Ouriçangas,33,96,791,666,292,1119,1160,1210,1045,734,371,236,6833,25,37,410,248,270,961,770,877,865,737,360,254,5342,0,0,0,67,332,90,569,583,883,691,591,570,296,4605,26,224,320,416,411,348,212,122,2079,1,23,74,76,99,104,159,109,123,768
292335,Centro-norte,Ourolândia,40,85,898,2032,1336,3031,2808,1981,1133,1219,845,323,14708,30,25,452,1194,1230,2963,3072,2089,1117,1225,839,318,14047,0,0,0,0,1008,438,1247,1583,1371,1037,440,298,211,7633,80,120,455,682,778,504,345,243,3207,1,1,4,6,5,12,115,72,70,286
292340,Sudoeste,Palmas de Monte Alto,227,357,1967,1774,663,2746,3134,2855,2442,1809,1152,610,17185,149,263,1863,1675,637,2556,3075,2751,2346,1646,1020,577,16283,65,0,10,234,1271,506,2088,2521,2431,2244,1710,1018,521,14310,171,918,1324,1507,1453,1323,805,431,7932,86,38,186,267,332,358,557,420,208,2452
292350,Centro-Leste,Palmeiras,144,215,1053,941,307,1625,1701,1264,1012,680,443,259,8232,76,196,979,867,321,1627,1725,1250,982,687,458,271,8188,0,0,0,22,755,309,1271,1434,1349,879,643,441,216,7297,150,392,578,672,560,436,262,164,3214,1,2,40,61,78,128,260,290,172,1032
292360,Sudoeste,Paramirim,118,245,1674,1593,537,2547,3034,2876,2436,1797,1238,786,16844,77,142,1423,1431,488,2414,2796,2586,2330,1811,1227,767,15850,20,0,5,72,626,403,1908,2345,2493,2241,1779,1220,743,13758,52,363,636,879,934,1019,823,568,5274,0,10,75,132,201,224,448,535,376,2001
292370,Oeste,Paratinga,425,999,3228,3223,1022,4011,4370,3587,2937,2120,1392,749,23411,105,230,2643,2993,893,3651,4125,3442,2827,2127,1357,726,22141,1,1,16,421,1769,576,2480,2939,2832,2468,2002,1395,738,17199,133,665,1211,1348,1306,1137,753,337,6890,97,36,200,289,275,262,698,737,388,2982
292380,Nordeste,Paripiranga,70,180,2050,2712,3975,2838,4195,3805,2952,2173,1685,825,25160,40,65,1860,2640,3710,2364,3850,3550,2770,2067,1676,822,23449,20,0,10,120,3900,5294,3450,4243,3259,2594,2023,1620,790,27173,1980,1525,1380,1040,1900,1850,1280,332,11287,8,11,15,13,25,40,458,250,80,900
292390,Sul,Pau Brasil,0,0,690,963,328,1133,1203,1077,873,746,448,227,6998,0,0,230,696,285,1001,1109,974,754,731,416,219,6185,0,0,0,0,14,110,486,582,580,488,581,392,168,3401,0,104,6,12,6,21,10,8,167,0,0,0,0,0,0,0,0,0,0
292400,Norte,Paulo Afonso,728,1560,11457,10628,3597,17748,15890,15787,12093,8237,5078,2431,91489,123,1414,9894,10116,3760,18947,17205,16255,12417,8193,4284,2287,93464,1,160,1,0,5326,2076,8467,10156,12603,11426,8285,5091,388,63818,700,3538,5555,7606,6344,5689,2902,724,33058,3,1,8,32,49,53,1405,1492,565,3608
292405,Centro-Leste,Pé de Serra,90,141,1351,1188,668,1582,1837,1577,1444,1335,1092,448,11171,21,113,1310,1128,1030,1505,1740,1568,1447,1339,1097,446,11300,0,0,0,0,678,596,639,1241,1004,905,939,502,389,6893,131,264,343,466,543,441,398,313,2899,0,5,25,50,48,78,122,83,82,493
292410,Nordeste,Pedrão,14,100,643,583,232,1187,1159,877,710,454,293,382,5877,11,53,639,395,188,1022,930,749,602,425,353,260,4924,0,2,1,46,259,168,540,635,740,560,416,288,161,3767,48,256,359,451,439,344,304,206,2407,1,5,38,39,60,49,121,141,116,570
292420,Norte,Pedro Alexandre,177,312,1710,1147,491,2300,2120,1595,1135,1153,682,384,11007,58,122,1086,1505,432,2028,1760,1329,1000,1017,546,380,9997,0,2,0,223,567,529,1174,1222,995,882,1088,383,270,7110,254,1135,1127,852,651,681,152,124,4976,2,13,126,158,161,211,245,263,75,1254
292430,Centro-Leste,Piatã,113,155,1699,1905,687,2817,2951,2556,1910,1592,1229,661,16308,77,80,1385,1818,616,2684,2772,2426,1902,1591,1183,652,15644,18,22,6,82,701,660,1501,1836,1852,1575,1491,1076,731,11423,32,266,1151,727,719,899,673,370,4837,30,29,126,177,184,237,422,365,211,1781
292440,Norte,Pilão Arcado,170,289,2806,3748,1214,5011,4857,4413,2853,2752,2929,1566,29343,43,94,1648,2774,984,4099,3193,3659,2828,2429,1790,1098,22854,0,0,0,27,655,321,1458,2038,2056,1775,1627,1214,141,11285,43,212,442,564,641,693,488,237,3320,0,0,1,0,2,9,80,150,32,274
292450,Sudoeste,Pindaí,62,257,1334,1300,421,1993,2223,2108,1752,1284,874,582,12537,40,151,1133,1217,420,2015,2203,1989,1738,1322,876,570,12350,0,2,0,41,421,323,1426,1719,1119,1767,1433,969,747,9924,53,320,519,743,705,717,521,344,3922,5,35,203,324,432,416,358,226,203,2202
292460,Norte,Pindobaçu,35,76,1268,1751,600,2498,2588,2510,1958,1326,917,413,14561,22,22,760,1294,421,1721,1870,1986,1734,1101,780,340,11247,0,0,0,6,369,227,957,1117,1374,1216,1028,729,312,7329,38,231,319,513,557,547,461,170,2836,9,7,32,47,52,54,191,189,63,644
292465,Centro-Leste,Pintadas,101,133,738,876,287,1301,1182,1139,1100,848,648,307,7688,48,62,565,743,246,1117,1082,967,1020,808,632,297,6912,20,0,9,27,270,127,637,695,807,834,659,560,260,4849,52,306,334,462,522,436,367,162,2641,18,12,101,136,144,163,221,207,101,1103
292467,Sul,Piraí Do Norte,30,230,477,848,759,1224,1183,1085,958,569,246,153,7025,19,134,355,736,675,958,1076,843,870,494,240,122,6014,12,80,28,129,148,382,260,496,379,367,269,153,67,2521,51,112,172,136,175,120,97,86,949,10,3,1,1,6,12,27,31,12,103
292470,Sudoeste,Piripá,91,161,901,822,215,1073,1291,1316,1112,943,686,393,7851,60,135,822,808,193,1010,1148,1199,1016,968,682,369,7393,28,0,10,104,571,171,783,1101,1196,1067,926,699,374,6888,40,244,465,825,741,745,582,348,3990,3,21,121,160,283,325,476,442,247,2078
292480,Centro-norte,Piritiba,139,155,2153,1718,1527,2453,2262,2013,1682,1645,1030,577,14907,97,125,1405,1502,1456,2187,2129,2019,1649,1633,1026,583,14184,20,1,0,95,681,415,1358,1500,1596,1417,1328,903,510,9708,79,384,575,838,870,820,512,317,4395,189,60,312,331,423,397,522,439,218,2891
292490,Sul,Planaltino,51,136,1084,1694,735,3072,3570,2546,3447,2167,1165,648,19044,15,40,866,1322,1016,2392,2939,2366,1305,1835,1076,709,14960,1,2,0,5,2,121,330,750,816,632,459,314,180,3604,18,127,233,253,184,261,229,88,1393,1391,789,1023,1186,1032,953,655,388,216,7633
292500,Sudoeste,Planalto,1331,1309,2439,522,1770,2623,3893,2846,2396,2811,2225,1255,20341,840,536,1312,558,2338,2658,5806,3580,2556,3499,2038,1245,24278,811,0,29,1261,374,809,1248,1644,1606,2593,2737,2424,1244,14679,239,509,1040,1005,1615,2903,1681,694,9686,12,148,175,281,352,493,586,444,226,2717
292510,Sudoeste,Poções,558,643,4928,4737,2170,6844,7276,6560,4399,4066,2537,1836,40425,261,328,3847,4033,1954,6569,5988,6313,4141,4117,2525,1734,37374,56,0,38,449,2694,1283,4768,5077,4789,4484,4074,2396,1694,31259,417,1546,2261,3055,2866,2786,1646,1065,15642,5,229,277,317,349,386,972,778,407,3720
292520,Leste,Pojuca,290,537,3259,3364,1185,5682,6366,6031,4311,2598,1249,598,31384,197,244,2353,2723,1045,4833,5703,4347,3750,2520,1236,519,26676,60,0,68,490,2050,678,3108,4215,5104,3984,2371,1178,539,23227,223,1405,2216,2888,2037,1145,586,213,10713,7,63,377,487,751,736,931,568,239,4159
292525,Norte,Ponto Novo,0,0,958,767,2100,2000,2904,2100,1250,500,500,651,12772,0,0,162,100,1700,2100,2200,1600,1250,565,400,451,10366,0,0,0,0,0,500,700,960,750,600,500,100,0,4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292530,Extremo Sul,Porto Seguro,71,428,4386,12096,5294,25303,26094,22691,14432,8505,3446,1423,119284,12,125,2849,8332,4327,20863,22960,20233,13716,8488,3309,1217,103445,0,0,1,30,2475,2235,11265,13830,14381,10057,7028,3248,1112,65631,224,1471,2538,4075,3837,3558,1775,570,18048,0,0,0,0,0,0,176,92,31,299
292540,Sudoeste,Potiraguá,25,39,735,903,342,1353,1639,1341,981,923,399,232,8113,20,17,456,725,311,1142,1293,1264,815,891,398,224,7063,14,0,0,3,186,128,467,649,652,649,592,359,185,3867,15,62,146,275,286,325,191,83,1383,0,10,18,29,39,44,161,182,127,610
292550,Extremo Sul,Prado,1,141,2186,2059,3549,3032,1861,4074,3161,2073,1446,20,21275,0,320,2047,2042,3548,3003,2756,4069,3137,2063,536,20,21174,0,0,0,0,17,864,1137,2732,2773,2565,3062,1585,10,14745,26,23,502,781,652,1052,710,38,3784,0,0,0,0,0,0,0,0,0,0
292560,Centro-norte,Presidente Dutra,256,335,1329,1444,642,2075,1850,2226,1629,1295,912,186,12259,111,165,1053,1458,564,2093,1888,1830,1463,1268,854,207,11625,24,27,0,152,812,575,1243,1636,1612,1611,1532,783,349,10153,210,820,1049,894,1766,1046,525,344,6654,27,179,433,541,496,473,617,550,311,3627
292570,Sudoeste,Presidente Jânio Quadros,140,167,1046,1060,322,1436,1734,1700,1645,1184,800,664,10545,76,107,938,943,327,1296,1571,1508,1448,1246,839,544,9722,10,10,0,273,722,238,1009,1257,1457,1282,1118,748,480,8311,118,601,808,998,948,794,602,373,5242,70,50,30,50,60,500,500,600,350,2210
292575,Leste,Presidente Tancredo Neves,0,70,1765,2757,950,3997,4361,3180,2304,1803,905,498,20755,0,8,929,1728,733,3533,3952,2895,2122,1685,887,457,17992,0,0,0,0,290,225,957,1510,1489,1333,1139,578,287,7808,11,21,118,746,374,460,268,110,2108,0,0,0,0,0,0,0,0,0,0
292580,Centro-Leste,Queimadas,0,0,2485,1504,1179,3544,2625,2679,2450,2160,1282,730,18153,0,0,2485,0,2104,3544,2625,2679,2450,2160,1282,730,17574,0,0,0,0,2495,1800,1280,1720,2089,1723,3907,992,232,16238,0,200,200,700,300,0,0,0,1400,0,0,0,0,0,0,0,0,0,0
292590,Centro-Leste,Quijingue,175,82,1781,2599,933,4317,3703,4278,2903,2077,1501,1064,23375,40,21,1661,2242,867,3830,3389,3110,2821,2043,1542,906,20750,0,0,5,0,539,452,1490,2228,2520,2582,1765,1341,196,13113,187,623,1152,2214,1875,1381,1025,471,8928,4,11,4,6,9,6,10,325,121,496
292593,Centro-norte,Quixabeira,24,66,513,564,307,1526,1608,1316,1212,1132,593,561,8819,6,14,499,267,227,1209,1253,1096,983,748,671,455,6909,0,0,0,14,266,114,547,657,699,1254,569,441,226,4773,19,97,164,355,367,386,340,159,1887,46,10,44,67,78,103,156,224,132,860
292595,Centro-Leste,Rafael Jambeiro,175,228,1638,2221,894,3788,3525,2842,2247,1750,1160,865,19292,84,142,1373,1849,525,3078,3095,2701,2187,1790,1171,843,17239,25,0,5,188,842,445,1472,1766,1445,1620,1638,935,667,10830,116,297,600,449,934,909,647,418,4370,6,70,284,232,295,381,533,488,268,2557
292600,Norte,Remanso,520,850,5700,6680,6550,6090,4685,6530,5470,3084,2952,1833,43874,150,500,4600,6200,6080,6010,4607,6380,5405,3084,2952,1816,42534,70,0,0,300,2700,7400,5276,5000,4702,2982,2822,2020,1285,34187,1900,1100,1675,2095,1827,2262,1605,755,13219,12,23,0,56,10,66,500,1000,660,2327
292610,Centro-Leste,Retirolândia,8,42,950,1253,458,1844,2130,1796,1481,1048,727,361,11098,0,13,583,959,372,1570,1802,1620,1340,1011,699,318,9691,0,0,0,0,273,119,657,944,949,800,765,712,286,5505,14,69,186,228,284,255,143,96,1275,0,0,0,0,0,0,0,0,0,0
292620,Oeste,Riachão das Neves,0,2,1696,2456,715,3639,3542,2753,1399,1676,931,582,17693,0,0,1009,1437,601,3076,3056,2990,1532,1824,1023,561,16100,0,0,0,0,574,348,1181,1529,1413,1292,1343,767,420,8867,22,96,310,451,524,691,460,174,2728,0,0,0,0,0,0,0,0,0,0
292630,Centro-Leste,Riachão do Jacuípe,0,0,2009,2823,945,4421,4747,4340,3927,2969,1872,1068,27112,0,0,1009,1496,761,4054,4395,4171,3802,2955,1968,1060,24662,0,0,0,0,428,317,1887,2553,3190,3034,3038,2167,1120,17734,2,20,60,278,492,564,480,270,2166,0,0,0,0,0,0,0,0,0,0
292640,Sudoeste,Riacho de Santana,270,260,3125,2737,2306,3739,4034,3779,3164,2588,1715,1192,25254,220,310,3155,2581,2088,3567,3993,3637,3210,2588,1686,1164,24514,80,0,0,159,1311,1455,1623,2885,3754,2746,2423,1631,1160,18988,375,590,624,882,1270,1190,1170,1110,7211,0,33,57,93,153,196,388,512,992,2424
292650,Nordeste,Ribeira do Amparo,95,164,1133,1252,475,2206,2003,1677,1377,1030,675,424,11119,28,57,550,1124,422,1988,1681,1604,1184,790,648,411,9852,0,0,0,0,3574,243,1214,1214,1211,1120,790,562,346,10274,65,360,469,602,474,326,267,190,2753,1,14,82,101,108,84,221,191,90,892
