Cód. IBGE,Núcleo Regional de Saúde (NRS),Município,Crianças 6 meses a 2 anos - D1,Crianças 3 a 4 anos - D1,Crianças 5 a 11 anos - D1,Adolescentes 12 a 17 anos - D1,Pessoas 18 a 19 anos - D1,Pessoas 20 a 29 anos - D1,Pessoas 30 a 39 anos - D1,Pessoas 40 a 49 anos - D1,Pessoas 50 a 59 anos - D1,Idosos 60 a 69 anos - D1,Idosos 70 a 79 anos - D1,Idosos 80 anos + - D1,Total de Doses Aplicadas - D1,Crianças 6 meses a 2 anos - D2,Crianças 3 a 4 anos - D2,Crianças 5 a 11 anos - D2,Adolescentes 12 a 17 anos - D2,Pessoas 18 a 19 anos - D2,Pessoas 20 a 29 anos - D2,Pessoas 30 a 39 anos - D2,Pessoas 40 a 49 anos - D2,Pessoas 50 a 59 anos - D2,Idosos 60 a 69 anos - D2,Idosos 70 a 79 anos - D2,Idosos 80 anos + - D2,Total de Doses Aplicadas - D2,Crianças 6 meses a 2 anos - 3ª Dose/Ref,Crianças 3 a 4 anos - 3ª Dose,Crianças 3 a 4 anos - Reforço,Crianças 5 a 11 anos - Reforço,Adolescentes 12 a 17 anos - Reforço,Pessoas 18 a 19 anos - Reforço,Pessoas 20 a 29 anos - Reforço,Pessoas 30 a 39 anos - Reforço,Pessoas 40 a 49 anos - Reforço,Pessoas 50 a 59 anos - Reforço,Idosos 60 a 69 anos - Reforço,Idosos 70 a 79 anos - Reforço,Idosos 80 anos + - Reforço,Total de Doses Aplicadas - D3,Pessoas 18 a 19 anos - 2º Reforço,Pessoas 20 a 29 anos - 2º Reforço,Pessoas 30 a 39 anos - 2º Reforço,Pessoas 40 a 49 anos - 2º Reforço,Pessoas 50 a 59 anos - 2º Reforço,Idosos 60 a 69 anos - 2º Reforço,Idosos 70 a 79 anos - 2º Reforço,Idosos 80 anos + - 2º Reforço,Total de Doses Aplicadas - 2º Reforço,Adolescentes 12 a 17 anos - Ref Bivalente,Pessoas 18 a 19 anos - Ref Bivalente,Pessoas 20 a 29 anos - Ref Bivalente,Pessoas 30 a 39 anos - Ref Bivalente,Pessoas 40 a 49 anos - Ref Bivalente,Pessoas 50 a 59 anos - Ref Bivalente,Idosos 60 a 69 anos - Ref Bivalente,Idosos 70 a 79 anos - Ref Bivalente,Idosos 80 anos + - Ref Bivalente,Total de Doses Aplicadas - REF
290010,Centro-Leste,Abaíra,10,88,445,628,194,878,1079,1098,1035,969,583,408,6872,0,60,389,386,154,794,1008,1083,1044,978,586,402,6435,0,0,0,0,395,134,637,893,979,947,918,577,388,5868,15,144,370,580,695,701,442,307,3254,55,5,10,5,15,10,70,50,50,270
290020,Norte,Abaré,304,461,2247,2090,711,2880,2728,2381,1589,1132,741,363,14615,220,258,2129,1974,737,2787,2694,2301,1598,1146,749,363,14349,37,29,54,656,1200,500,2000,2100,2184,1604,1132,764,400,11884,143,692,1023,1183,1045,851,570,321,5828,35,25,157,207,196,225,607,476,254,2182
290030,Nordeste,Acajutiba,142,227,1398,1418,560,1807,2305,1643,1000,1054,670,406,10863,49,73,994,278,464,1634,1944,1703,1645,1222,495,412,9797,7,2,1,175,531,284,1005,797,1072,865,823,591,377,6345,110,383,562,647,833,398,360,123,3416,3,25,120,138,204,216,513,372,257,1848
290035,Nordeste,Adustina,161,202,1253,1364,655,2746,2096,1777,1607,1084,701,399,12429,49,140,1072,1303,553,2563,2078,1784,1628,1083,690,394,12076,32,0,32,0,861,511,1555,1650,1517,1373,1000,687,363,9517,95,668,891,1027,971,775,549,297,5273,3,29,115,183,196,203,174,135,64,1102
290040,Centro-Leste,Água Fria,22,119,1228,1286,471,1754,2041,1876,1214,1678,1033,791,12144,14,51,1016,1129,408,1853,2086,1699,1202,1460,956,598,11391,0,0,0,0,432,248,985,1282,1419,1127,1295,573,319,7680,37,194,343,615,523,570,470,326,3078,0,0,0,0,0,0,0,0,0,0
290060,Sul,Aiquara,9,12,294,336,126,505,598,641,474,533,215,147,3575,8,4,193,304,111,502,567,595,491,439,212,152,3373,0,0,1,7,133,33,175,236,336,315,346,185,121,1880,9,37,67,148,145,166,90,51,713,2,1,20,20,29,37,98,60,41,308
290070,Nordeste,Alagoinhas,231,1230,12543,13131,4444,23451,24386,22803,17550,11232,6198,3330,126525,56,486,9005,11095,4072,21649,23151,21696,16944,11033,6092,3261,118993,0,0,0,0,5784,3711,15054,14722,17286,14228,9663,5296,2761,88505,1119,4695,7402,9622,9282,6981,3788,1883,44772,5,2,34,50,72,61,932,1501,795,3452
290080,Extremo Sul,Alcobaça,220,0,1284,1160,824,1776,3359,3469,2026,2417,1489,808,17328,30,0,582,1217,1734,1766,3142,3045,1940,2206,1656,998,17704,0,0,0,0,152,233,1063,754,1227,1215,1038,1066,642,7390,239,3,247,666,873,669,548,94,3339,0,0,0,0,0,0,0,0,0,0
290090,Sul,Almadina,23,29,429,518,175,698,672,772,763,546,348,204,4696,0,17,193,414,159,576,553,759,681,544,344,242,4272,0,0,0,0,195,211,440,499,584,552,471,268,172,3392,0,20,108,330,283,284,187,102,1314,0,6,47,49,75,93,188,176,54,688
290100,Leste,Amargosa,98,273,3197,3207,1277,5750,5625,4918,3898,2840,1806,1094,30415,24,113,2270,2818,1243,5368,5440,4810,3783,2854,1765,1048,29129,0,0,0,0,1106,619,2912,3360,3614,2977,2440,1568,886,19482,97,756,955,1396,1307,1355,941,515,7322,0,0,0,0,0,0,0,0,0,0
290110,Centro-Leste,Amélia Rodrigues,0,0,2013,2458,969,2784,3128,3558,3045,2054,1029,610,19635,0,0,1227,679,592,3210,2869,4102,3294,2117,1139,656,18658,0,0,0,0,0,157,234,373,852,586,995,953,623,4773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290115,Centro-norte,América Dourada,90,262,1687,1709,612,2393,2279,2235,1763,1193,674,383,13241,50,138,1390,1453,545,2168,1977,2103,1721,1189,654,379,12189,30,0,0,32,973,406,1695,1667,1889,1676,1123,626,348,10403,160,718,852,1268,1169,933,530,330,5960,38,26,22,44,226,186,241,196,261,1240
290120,Sudoeste,Anagé,210,327,2138,1196,2008,2269,2997,2700,2436,2306,1248,859,18019,150,213,2123,1196,1995,2268,2995,2620,2429,2306,1245,859,17913,20,20,20,120,1119,1126,1103,1414,1457,1549,1607,1307,1241,11923,813,707,1329,1666,688,538,440,265,6446,37,53,69,580,105,287,1608,1005,780,4524
290130,Centro-Leste,Andaraí,39,149,1099,1258,436,1583,1775,1551,1208,909,655,279,9654,20,78,771,976,282,1343,1306,1209,1167,901,657,283,8124,5,1,1,24,527,159,741,970,899,791,669,452,351,5559,34,254,314,348,396,435,311,135,2227,3,2,7,10,13,21,161,156,95,468
290135,Norte,Andorinha,0,0,1170,1307,448,2206,2045,1936,1745,1032,722,437,11878,0,0,771,804,395,2091,2146,1997,1744,1073,809,362,11421,0,0,0,0,0,218,1038,1326,1548,1356,920,790,527,7723,0,0,0,0,0,5,55,89,149,0,0,0,0,0,0,0,0,0,0
290140,Oeste,Angical,146,220,771,993,1107,1913,1292,1184,1110,1150,812,513,10074,106,139,716,993,1108,1948,850,990,1089,1072,771,448,9269,55,0,60,104,1278,1015,1166,1007,987,724,645,450,350,7622,435,444,400,493,387,472,367,0,2998,76,209,187,263,310,342,424,278,241,2330
290150,Centro-Leste,Anguera,29,144,784,936,385,1318,1498,1512,1214,841,654,349,8707,22,23,583,907,379,1297,1361,1323,1640,868,647,347,8769,1,0,1,6,372,234,864,734,949,960,708,547,308,5676,36,251,353,449,519,409,357,237,2611,8,5,53,75,86,102,164,137,68,698
290160,Nordeste,Antas,42,101,790,994,373,1850,1851,1536,1440,1076,668,368,10156,10,34,539,842,329,1526,780,1488,1303,1066,675,430,8439,0,0,0,10,273,187,782,1037,1072,1010,887,623,443,6314,30,261,363,410,503,412,396,268,2643,0,0,0,5,4,32,51,65,101,258
290170,Centro-Leste,Antônio Cardoso,0,104,969,1148,341,1640,1648,1331,1226,769,493,347,8943,0,0,960,654,288,1438,1487,1220,1132,801,524,366,7910,0,0,0,0,484,215,946,1150,1107,1024,733,524,328,6511,1,23,191,444,281,436,330,186,1892,0,0,0,0,0,0,0,0,0,0
290180,Norte,Antônio Gonçalves,22,8,647,1006,388,1236,1076,892,683,780,540,358,6959,19,1,389,793,305,942,1286,783,618,702,478,270,6177,8,0,2,12,197,128,542,616,1028,689,567,452,222,4441,8,84,112,252,272,265,202,111,1306,12,4,33,37,36,62,113,75,32,404
290190,Nordeste,Aporá,102,159,1303,1665,1583,2422,2133,1537,1340,1311,1074,394,13459,12,86,315,1066,1930,3005,2432,1578,1332,1311,1075,396,14125,3,0,0,60,643,1276,1369,1137,1383,987,1006,961,280,9042,381,496,475,548,588,495,346,250,3579,0,0,0,4,2,4,349,340,161,860
290195,Sul,Apuarema,0,42,390,497,349,639,894,859,724,670,101,275,5008,0,20,282,482,327,649,823,837,670,680,107,259,4834,0,0,0,12,34,134,388,389,396,381,524,314,260,2820,9,36,109,172,190,220,138,167,1041,0,1,4,5,0,5,24,42,31,112
290205,Nordeste,Araçás,70,192,1137,1245,613,2205,2341,1879,1237,808,335,279,10942,29,86,430,457,549,1720,2468,1647,983,944,270,278,9316,1,0,7,352,631,309,1217,1331,1111,903,668,503,191,6864,132,449,475,666,603,455,473,183,3436,31,15,68,81,111,93,192,124,57,772
290200,Sudoeste,Aracatu,0,122,1079,1172,372,1660,1949,1617,1426,1143,823,530,10692,0,76,823,986,414,1627,1826,1515,1379,504,462,412,9125,0,0,0,15,561,214,769,967,960,1046,1012,249,390,6168,42,303,493,482,596,593,382,186,3077,0,0,3,17,16,19,248,287,192,782
290210,Centro-Leste,Araci,29,148,4171,4676,1765,7563,7029,6044,4898,3346,2461,1222,39004,5,40,2614,3612,1358,5775,5645,5149,4159,3122,2274,1094,32188,0,0,0,0,1096,756,3542,4228,4053,3501,2581,1889,946,22592,107,844,1397,1586,1541,1306,910,400,8091,0,0,0,0,0,0,0,0,0,0
290220,Nordeste,Aramari,0,104,626,897,362,1586,1658,1422,1141,1073,389,248,8776,0,52,721,754,415,1821,1854,1747,1239,1342,377,219,9768,0,0,0,0,250,202,623,771,866,819,66,360,219,4176,47,306,486,597,576,110,237,145,2504,8,5,10,5,13,11,37,26,9,124
290225,Sul,Arataca,0,46,36,1048,948,1026,454,237,377,1011,291,298,5690,2,7,140,522,875,896,498,407,403,637,281,173,4692,0,0,9,45,132,141,146,228,284,431,247,158,224,1991,12,30,88,138,211,136,63,182,860,24,16,55,53,59,54,76,61,24,422
290230,Leste,Aratuípe,0,42,720,904,273,1453,1443,1260,933,650,294,164,7374,0,5,478,705,243,1248,1288,1149,845,602,291,136,6507,0,0,0,0,264,154,668,761,862,647,526,289,128,4299,13,118,179,299,267,281,172,75,1404,0,0,0,0,0,0,0,0,0,0
290240,Sul,Aurelino Leal,57,62,518,1042,552,1807,1532,1216,998,839,497,285,8768,2,40,439,686,535,1410,1509,1132,971,742,334,232,7551,0,0,0,19,802,636,620,531,500,422,156,269,170,4106,137,133,148,119,127,97,36,30,827,0,0,2,3,7,6,106,34,6,164
290250,Oeste,Baianópolis,0,0,1076,1064,444,1642,2060,1735,1647,1097,660,425,10774,0,0,100,1064,302,1452,1843,1594,1315,1104,660,423,9757,0,0,0,0,0,101,298,491,686,885,918,699,372,4450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290260,Centro-Leste,Baixa Grande,28,90,1348,750,1575,2625,2055,2671,2985,1838,239,150,14888,16,50,850,624,465,1376,1611,938,2001,1522,376,130,9043,6,0,4,4,452,338,953,1369,1507,1059,699,964,6,7347,146,405,486,737,669,688,388,165,3684,0,109,60,55,80,120,317,301,50,1092
290265,Nordeste,Banzaê,0,0,1318,1304,476,1712,1667,1637,1412,907,729,367,10211,0,0,589,1046,423,1654,1590,1585,1363,889,727,365,9642,0,0,0,0,0,365,1084,1153,1245,1171,809,596,346,6769,0,0,0,0,0,44,365,176,585,0,0,0,0,0,0,0,0,0,0
290270,Oeste,Barra,613,796,5973,5980,1869,7700,7482,6211,4679,3288,1922,1027,40158,273,337,4635,5198,1596,6545,6541,4857,4192,3099,1878,973,34879,61,6,11,446,2391,1138,4711,5080,4609,3606,2745,1775,876,26931,375,1935,2535,2807,2436,1991,1280,640,13999,0,0,14,28,52,23,47,55,30,249
290280,Sudoeste,Barra da Estiva,0,0,2080,2401,1548,4062,4327,3261,1764,1577,815,550,20305,0,0,1510,2251,1548,3850,4493,3361,1764,1737,815,550,20369,0,0,0,0,0,0,0,3706,2411,1974,1565,815,550,11021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290290,Sudoeste,Barra do Choça,358,357,3891,3648,1333,5115,5811,4119,3380,2476,1487,859,28228,180,112,2903,3974,1382,4674,5618,4150,2873,2375,1478,845,27369,43,0,16,131,1827,837,3621,4060,4038,3183,2329,1509,759,22163,143,1000,1664,2167,1805,1500,1004,433,9716,11,53,278,352,446,474,668,475,211,2968
290300,Centro-norte,Barra do Mendes,120,312,1415,1253,491,1957,2102,1787,636,1335,658,393,10612,72,161,964,1419,478,1765,2444,1229,1603,1413,883,386,11620,23,814,5,964,234,340,1214,1524,1570,1412,1165,826,467,8752,144,787,1072,1353,854,898,661,611,6380,4,23,111,220,284,340,609,476,235,2302
290310,Sul,Barra Do Rocha,0,0,152,566,487,608,760,715,714,520,163,103,4636,0,0,420,390,347,597,760,700,711,510,157,99,4271,0,0,0,0,349,324,340,318,209,176,351,362,163,2592,0,0,0,55,91,151,137,61,495,0,0,0,0,0,0,0,0,0,0
290320,Oeste,Barreiras,370,1105,12435,15405,10670,30861,26890,19050,10978,10829,4157,1649,130489,150,361,8791,14266,9373,28256,26020,17818,11040,8169,4208,1664,120814,31,5,24,404,3414,3087,10157,13513,13467,12311,7631,5509,2737,71826,481,2612,3570,4900,4875,3831,2227,1599,24095,31,210,1237,1381,1584,1517,2353,1573,414,10300
290323,Centro-norte,Barro Alto,126,232,1061,1087,427,1818,1901,1822,1185,1077,626,381,10324,58,128,935,1046,332,1744,1672,1791,1314,1126,630,403,10058,3,0,2,98,678,267,829,1276,1400,594,757,617,353,6771,92,487,620,785,771,626,379,208,3968,9,11,88,129,174,226,417,336,172,1562
290330,Sul,Barro Preto,23,43,421,60,176,822,1021,697,732,920,569,309,5306,10,5,142,32,74,533,775,669,465,414,244,185,3391,1,0,1,4,76,49,244,88,281,351,359,14,90,1552,3,71,127,223,200,169,74,61,928,0,7,14,32,36,45,113,88,49,384
290327,Centro-Leste,Barrocas,0,7,306,1485,569,2807,2856,2102,1034,1040,754,279,12926,0,0,893,982,454,1281,2450,3014,1427,946,687,1570,12811,0,0,0,0,407,282,1078,1462,1265,864,1423,570,209,7560,1,14,105,488,454,326,398,242,2028,0,0,0,0,0,0,0,0,0,0
290340,Extremo Sul,Belmonte,39,89,1394,1693,662,2555,2870,2545,2045,1499,752,401,15022,10,38,896,1456,524,2224,2296,2124,1699,1311,651,313,12598,4,0,0,0,491,305,1376,1624,1684,1442,1219,704,268,9113,25,296,491,863,915,731,406,169,3896,0,0,0,0,0,0,104,102,30,236
290350,Sudoeste,Belo Campo,113,191,1525,1730,2275,2129,1293,2553,2183,775,1439,857,15234,93,126,1157,1257,2244,1884,1765,2035,1996,1599,1049,934,14763,9,0,7,2,535,1294,1772,1784,1560,1296,641,573,796,10251,47,228,486,949,998,705,578,510,4501,9,28,142,154,210,228,511,358,209,1849
290360,Centro-Leste,Biritinga,224,187,1305,1302,1165,1663,2056,2313,2068,1058,841,628,13094,90,92,1287,1253,1034,1651,1705,2195,1756,1009,817,613,12033,64,113,23,457,751,344,1029,1153,1575,1064,930,797,404,8047,36,320,749,903,652,719,425,264,4068,51,28,189,218,169,222,387,285,157,1706
290370,Sul,Boa Nova,48,163,968,1425,715,1576,1709,1704,1498,1022,1025,676,11350,26,98,837,1023,652,1254,1553,1618,1313,1014,971,638,10036,0,10,10,52,460,169,936,1098,1128,527,723,476,444,5961,28,47,195,475,545,480,380,248,2398,0,0,2,6,22,46,351,212,117,756
290380,Centro-Leste,Boa Vista do Tupim,58,245,2078,2142,1001,3065,2587,2345,1951,1344,920,353,15708,51,162,2044,2032,1048,3211,2528,2335,1881,1432,921,483,15871,41,0,15,20,778,1161,1436,1334,1172,736,1650,1151,813,10231,300,274,335,256,285,345,275,275,2345,0,4,9,16,15,31,145,146,72,438
290390,Oeste,Bom Jesus da Lapa,286,386,6506,7007,3595,10538,9972,10392,9222,4540,2840,1514,59620,132,204,4371,5433,4772,9254,11622,7895,5890,4296,2475,1242,52879,24,0,16,175,2128,1306,5124,6214,5243,5110,3745,1917,1063,31850,0,975,946,2315,2281,2097,1303,588,10505,32,36,236,300,389,310,750,555,256,2864
290395,Sudoeste,Bom Jesus da Serra,105,122,902,1004,320,1305,1395,1176,949,802,579,346,7876,60,51,672,905,335,1226,1251,1044,850,801,583,349,7344,14,3,10,224,335,167,693,858,897,732,593,401,244,4920,26,184,269,339,376,332,228,113,1867,4,15,131,196,203,221,231,195,87,1283
290400,Centro-Leste,Boninal,58,93,1212,178,395,1753,1810,1809,1450,1128,769,375,9667,6,73,921,1911,251,903,959,1218,1642,1044,694,459,9081,0,0,0,0,2745,226,853,1101,1270,1238,1082,747,328,9590,49,185,413,728,720,526,384,287,3292,45,28,126,177,163,253,481,338,316,1927
290405,Centro-Leste,Bonito,10,315,1502,1143,587,2890,2455,2036,1409,880,503,161,12064,0,315,1502,234,356,1249,923,931,513,927,612,163,5908,0,0,0,0,850,845,551,511,639,440,1047,489,60,5432,859,771,477,655,662,604,218,101,4347,0,0,0,0,0,0,0,0,0,0
290410,Sudoeste,Boquira,140,200,1706,3047,536,2638,5642,1553,1345,1619,1193,828,18401,90,142,1304,1663,559,2466,4213,2191,2499,1530,1159,773,17053,43,1,6,44,869,546,1219,1848,1616,1802,1521,1200,775,11396,88,529,888,928,997,857,616,441,5344,19,18,99,164,270,353,484,421,317,2145
290420,Sudoeste,Botuporã,50,249,815,707,641,1354,1488,1376,965,1061,527,420,8539,45,150,774,702,645,1330,1508,1375,957,1067,547,424,8555,10,0,2,3,500,779,832,1040,1269,832,810,440,468,6970,202,159,172,363,997,640,720,259,3512,0,0,0,0,0,0,56,100,30,186
290430,Sul,Brejões,63,102,1126,1297,414,1734,1698,1690,1361,1067,625,397,10283,28,54,799,1050,393,2007,1663,1588,1228,903,514,342,9688,9,0,2,37,97,88,693,846,953,911,820,542,321,5271,27,186,298,453,380,339,234,103,2020,1,12,49,66,100,74,254,211,91,858
290440,Oeste,Brejolândia,0,0,684,83,213,809,1056,1617,1063,897,598,259,6595,0,0,446,683,115,709,958,1611,993,525,597,259,6450,0,0,0,0,136,83,415,596,749,835,702,504,205,4225,0,4,13,34,139,217,249,140,796,0,0,0,0,0,0,0,0,0,0
290450,Oeste,Brotas de Macaúbas,151,238,1009,1048,304,1247,1467,1291,1257,916,813,434,8777,77,113,438,913,303,1253,1312,1329,1328,1283,765,437,8923,13,0,2,2,731,131,1137,1099,1072,938,968,673,370,7119,118,649,1114,1053,962,840,461,358,5555,1,2,42,69,82,111,379,695,106,1487
290460,Sudoeste,Brumado,197,664,5697,5770,2166,9552,10554,10477,8346,5441,3409,1939,57654,109,314,4550,5249,2368,9036,10559,9826,8471,5468,3581,1886,56444,11,1,4,200,2709,1403,6265,7802,8114,7221,5089,3377,1758,43738,302,1897,3211,4415,4450,3510,2353,1188,21326,1,0,47,72,67,114,1148,1125,502,3076
290470,Sul,Buerarema,51,25,591,1552,703,2014,2095,1776,1461,1943,1315,922,13781,39,30,628,1012,486,1544,1746,1729,1452,1757,1125,532,11383,6,0,0,26,292,193,808,1172,1094,990,1191,716,510,6966,9,67,173,312,439,517,356,249,2122,18,18,83,134,159,160,340,282,181,1375
290475,Oeste,Buritirama,173,281,1995,2139,874,2844,3147,2758,1751,1342,776,464,16095,60,90,1483,1685,743,2588,2862,2665,1743,1338,819,449,14892,5,0,5,119,702,414,1507,1823,1882,1265,1052,664,351,9660,95,483,744,965,759,706,472,225,4449,2,5,43,60,62,89,248,232,99,840
290480,Sudoeste,Caatiba,16,30,512,602,205,581,754,618,585,521,344,296,4506,3,12,236,362,89,473,534,459,504,342,316,284,3363,71,0,34,190,182,82,333,508,537,674,270,200,158,2944,6,28,218,205,208,130,79,138,1012,5,14,15,34,50,55,99,72,74,418
290485,Leste,Cabaceiras do Paraguaçu,186,265,2562,1976,673,2836,2689,2316,1591,1140,695,426,14342,80,154,1511,1987,625,2283,2305,2148,1628,1141,746,412,13275,18,0,6,245,918,475,1514,1675,1614,1326,1129,767,489,9907,86,450,529,771,764,620,449,286,3955,6,39,198,189,235,257,377,264,155,1720
290490,Leste,Cachoeira,197,429,2714,2942,1090,5202,4739,4657,3551,2538,1323,752,26794,87,256,2266,2669,1051,4944,4356,4475,3420,2480,1269,727,25391,18,0,2,168,1524,743,3543,3368,3525,2989,2295,1290,719,19996,302,1921,2451,3341,3441,2752,1483,665,16356,0,19,118,97,154,214,618,632,340,2192
290500,Sudoeste,Caculé,93,290,2232,2340,1839,2824,3222,3297,1638,1474,2207,1194,20035,40,136,1779,1949,1915,2826,3134,2849,1567,1334,2206,1183,18963,0,0,0,0,1107,2257,1844,1902,1833,2095,1887,1506,915,15346,611,796,1166,1268,1505,1042,876,472,7736,17,30,147,184,247,295,696,641,503,2760
290510,Centro-norte,Caém,96,125,1038,142,439,1211,1215,1087,874,975,632,492,7067,16,31,670,930,472,1127,1131,1156,1042,924,630,455,7867,5,0,0,35,380,221,715,780,828,876,634,521,278,5233,42,216,281,429,458,353,300,149,2228,12,28,91,113,136,160,167,151,88,946
290515,Sudoeste,Caetanos,0,30,896,1313,850,1873,1807,1580,1217,1286,882,527,11335,0,0,549,1064,542,1601,1370,1390,1127,1276,881,527,9778,0,0,0,0,120,891,895,1077,888,1250,890,520,500,7031,28,10,128,475,392,418,242,242,1935,0,0,0,0,0,0,0,0,0,0
290520,Sudoeste,Caetité,361,3028,6508,280,4452,8627,5791,6366,4679,4313,2650,1872,39030,122,291,3592,3626,1813,7036,6623,7368,7204,4386,2921,2057,43034,9,1,15,59,2463,1219,5631,6654,5764,5043,3844,2536,1804,34958,322,1837,2797,2974,2743,2541,1757,1076,16047,0,48,337,555,599,643,1307,1015,667,5171
290530,Centro-norte,Cafarnaum,163,222,1882,1801,658,2510,2205,2358,1676,1578,1100,646,14532,80,63,1197,1315,643,2114,1862,2099,1527,1539,1082,708,12889,19,0,14,49,492,372,1273,1643,1531,1170,589,410,188,7668,47,193,255,394,477,497,312,198,2373,8,37,108,174,171,217,523,445,207,1890
290540,Sul,Cairu,64,88,1141,1351,515,3867,3324,2632,1632,1016,454,242,15033,20,45,762,1175,608,3408,2495,2394,1471,940,514,208,13213,6,0,0,8,266,238,1234,1674,1600,1255,927,386,200,7780,38,163,305,547,488,501,305,144,2491,0,1,26,42,53,56,99,146,62,485
290550,Centro-norte,Caldeirão Grande,290,470,3464,2140,968,1558,1992,1549,1142,3809,529,502,14189,140,0,1776,2238,1095,1355,1905,1345,987,824,578,322,10649,0,0,0,0,996,238,397,597,490,490,771,575,505,5059,406,150,200,300,380,592,635,570,3233,0,62,62,62,0,0,392,392,392,1362
290560,Sul,Camacan,50,600,1875,2260,763,2926,2933,2807,2340,3556,1608,661,19854,0,600,1875,2260,763,2926,2933,2807,2341,3556,1608,661,19855,0,0,0,0,555,200,835,948,1184,1075,1525,877,385,7584,207,320,361,361,278,226,122,62,1937,0,0,0,0,0,0,0,0,0,0
290570,Leste,Camaçari,496,2670,24412,26740,9310,46791,53743,47006,29531,17476,6945,2794,240336,138,1024,17054,22401,8573,43080,50866,38272,25743,17983,7222,2888,217028,4,1,25,219,10501,5176,27193,35700,37575,25320,16657,7139,2479,167740,1154,8051,13262,19237,15377,12292,5535,1798,76706,20,67,537,821,1179,1449,4676,3063,970,12782
290580,Sul,Camamu,6,341,2781,3680,2165,6044,5265,3776,3871,2654,1305,811,29571,6,210,2588,3511,2041,5761,5163,3718,3845,2658,1298,818,28813,0,0,0,0,4170,2085,3050,3131,2885,2403,2229,1492,961,22406,720,1129,1200,2081,1815,1801,1653,1214,11613,0,0,50,50,130,20,50,210,100,610
290590,Norte,Campo Alegre de Lourdes,0,260,3067,2911,918,4000,4248,3451,3171,2232,1505,843,23279,0,72,2090,1588,705,3595,3905,3506,3081,2272,1616,929,21197,0,0,0,0,694,411,1979,2570,2649,2428,1797,1279,666,14473,22,357,770,912,1101,1066,746,328,5302,0,0,0,0,0,0,0,0,0,0
290600,Norte,Campo Formoso,0,0,995,5570,5185,8754,8588,7686,5426,5751,4334,3574,54868,0,0,0,3560,1713,6112,8736,9379,8683,5242,2776,1347,47548,0,0,0,0,0,135,789,1446,2290,2528,2966,2136,1103,13393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290610,Oeste,Canápolis,72,62,954,405,846,1382,709,1358,1102,837,559,304,7502,35,38,546,404,731,1104,1238,1253,1125,852,601,319,7627,6,0,1,5,729,203,635,827,950,797,302,292,125,4860,31,171,256,385,369,449,284,193,2138,0,9,36,51,73,69,187,155,108,688
290620,Centro-norte,Canarana,282,264,2475,2671,7363,3497,3498,3313,2351,1992,1433,607,26725,170,150,1791,2678,1267,3311,3253,7629,2347,1929,1125,569,24108,20,0,12,307,1244,951,2175,2711,2642,2151,1340,1106,447,14767,186,862,1203,1500,1471,1167,661,289,7339,14,24,149,357,381,442,813,598,165,2943
290630,Sul,Canavieiras,162,320,2330,2680,1110,4083,3669,3776,2534,2996,1888,1078,23814,107,76,1581,2092,870,3569,3202,3402,2395,2973,1781,1046,21330,20,0,9,166,767,396,1660,2022,2322,2157,1894,1282,612,13112,52,310,551,900,922,1127,760,398,5020,13,36,150,174,207,213,495,404,174,1866
290640,Centro-Leste,Candeal,10,22,584,675,252,1168,1056,1193,943,686,545,263,6781,0,6,385,558,222,1027,912,1099,896,666,551,265,6196,0,0,0,0,131,116,557,554,759,675,550,471,236,4049,7,74,98,228,252,261,274,109,1303,0,0,0,0,0,0,0,0,0,0
290650,Leste,Candeias,0,442,6417,7097,2553,12140,13296,10595,9062,6022,2827,1146,64738,0,128,4712,2998,1785,10898,12407,10191,8759,5991,2702,1064,56795,0,0,0,0,2442,1124,6493,8506,10271,7090,3528,978,508,40940,77,990,2297,3511,4046,3534,1779,658,16892,0,0,0,0,0,0,0,0,0,0
290660,Sudoeste,Candiba,0,155,985,1152,413,1591,1971,1683,1742,1328,797,519,11196,0,92,886,1084,413,1522,1891,1653,1391,1359,806,515,10634,0,0,0,12,122,76,154,185,238,204,42,7,3,1031,123,306,529,777,910,847,583,299,4374,0,21,38,106,131,192,184,46,29,747
290670,Sudoeste,Cândido Sales,140,480,1340,3753,2004,3130,3834,3799,1683,2371,1504,672,22750,35,360,1901,2859,1861,3082,3747,3766,1664,2282,1468,667,21396,34,0,0,0,1823,1300,1493,4347,3610,1512,1114,636,585,16420,550,750,2000,2200,1962,1320,598,180,9560,0,0,0,0,0,0,0,570,670,1240
290680,Centro-Leste,Cansanção,119,238,3106,3564,1309,5465,4900,4480,3621,2408,1773,954,28474,49,87,2059,2859,1122,4764,4291,3774,3136,2285,1755,907,24893,0,0,0,9,1019,560,2600,2672,2837,2438,1765,1318,614,15823,88,638,922,1232,1098,903,652,310,5843,1,1,3,6,5,18,354,599,272,1259
290682,Norte,Canudos,175,363,1625,1456,462,1834,1631,1430,1130,1039,730,410,10122,77,200,1463,1479,438,1683,1642,1516,1144,1065,737,413,10117,2,0,5,427,923,349,1425,1671,1512,1444,1006,658,355,9343,124,635,790,902,934,653,453,233,4724,1,16,104,97,92,94,274,176,102,956
